City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
346,Businga,9,CD,1610627562,13,3.3333,20.8833,37.9,2.18
347,Sur,0,OM,1610627562,57,22.5667,59.5289,22.46,5.17
348,Gigmoto,78,PH,1610627541,87,13.7796,124.39,25.88,5.94
349,Saint-Pierre,75,RE,1610627563,70,-21.3393,55.4781,30,5.66
350,Porto-Novo,40,BJ,1610627524,66,6.4965,2.6036,31,5.66
351,Abapó,94,BO,1610627564,97,-18.8333,-63.4667,21.11,0.45
352,Bolitoc,100,PH,1610627565,76,15.7395,119.8769,25.45,3.74
353,Arman',0,RU,1610627565,78,59.7,150.1667,-26.8,3.93
354,Mayya,90,RU,1610627566,51,61.7333,130.2811,-50,1.25
355,Shimoda,0,JP,1610627566,73,34.6667,138.95,7.22,4.23
356,Itaú de Minas,100,BR,1610627409,92,-20.7394,-46.7522,20.44,3.03
357,Calabozo,11,VE,1610627567,66,8.9242,-67.4293,25.92,4.69
358,Sanandij,39,IR,1610627568,35,35.3144,46.9923,10.53,4.87
359,Broken Hill,0,AU,1610627295,22,-31.95,141.4333,24,4.63
360,Lompoc,1,US,1610627569,81,34.6391,-120.4579,18,1.54
361,Gelibolu,40,TR,1610627570,57,40.4103,26.6708,7,3.09
362,Vostok,100,RU,1610627571,91,46.4856,135.8833,-22.49,1.99
363,Karratha,0,AU,1610627571,37,-20.7377,116.8463,35.37,5.87
364,Socotá,40,CO,1610627572,50,6.0403,-72.6351,14.16,1.36
365,Inhambane,40,MZ,1610627572,66,-23.865,35.3833,32,5.14
366,Feira de Santana,23,BR,1610627573,46,-12.2667,-38.9667,30.76,2.65
367,Sayyan,38,YE,1610627573,26,15.1718,44.3244,17.97,2.86
368,Baie-Comeau,90,CA,1610627574,100,49.2168,-68.1489,-2,2.06
369,Abu Samrah,100,SY,1610627574,71,35.3029,37.1841,12.07,8.88
370,Bintulu,40,MY,1610627575,100,3.1667,113.0333,25,1.03
371,Ambulu,89,ID,1610627554,87,-8.345,113.6058,25.79,1.79
372,Haines Junction,100,CA,1610627576,85,60.7522,-137.5108,-17,1.03
373,Zyryanka,100,RU,1610627576,86,65.75,150.85,-32.25,2.82
374,Baharly,0,TM,1610627577,48,38.4362,57.4316,9.52,1.87
375,Kavaratti,78,IN,1610627577,65,10.5669,72.642,28.51,2.15
376,Nizhniy Odes,100,RU,1610627578,87,63.6445,54.856,-26.7,1.97
377,Kajaani,0,FI,1610627578,76,64.2273,27.7285,-27,1.54
378,Morón,0,AR,1610627579,55,-34.6534,-58.6198,24.44,3.58
379,Biloela,0,AU,1610627579,75,-24.4167,150.5,21.21,1.8
380,Cedral,99,MX,1610627580,52,23.8,-100.7333,6.4,1.59
381,Sangmélima,89,CM,1610627581,36,2.9333,11.9833,31.05,2.14
382,Tingi,37,TZ,1610627581,81,-11.3,35.0333,23.04,1.35
383,Denia,21,ES,1610627582,63,38.8408,0.1057,13.33,0.89
384,Corinth,0,GR,1610627582,35,37.9407,22.9573,13.33,7.15
385,São José da Coroa Grande,72,BR,1610627583,64,-8.8978,-35.1478,28.65,5.15
386,Tambacounda,0,SN,1610627583,9,13.7539,-13.7586,34,6.17
387,Port Blair,33,IN,1610627544,73,11.6667,92.75,26.05,5.77
388,Kamwenge,100,UG,1610627584,43,0.1866,30.4539,25.98,0.88
389,Matara,100,LK,1610627585,85,5.9485,80.5353,26.22,2.69
390,Kibre Mengist,0,ET,1610627585,21,5.8833,38.9833,28.52,1.65
391,Ilulissat,75,GL,1610627586,86,69.2167,-51.1,-6,2.57
392,Puerto Limón,75,CR,1610627587,88,10,-83.0333,23,1.03
393,Lyubech,99,UA,1610627587,95,51.7026,30.6569,-6.12,2.08
394,Mikhaylovka,100,RU,1610627588,94,50.06,43.2379,0,3.22
395,Yelizovo,100,RU,1610627588,65,53.1873,158.3805,-19,4
396,Wagar,0,SD,1610627589,13,16.1525,36.2032,33.82,3.52
397,Humaitá,100,BR,1610627589,98,-7.5061,-63.0208,22.08,2.09
398,Jaicós,64,BR,1610627590,61,-7.3592,-41.1378,28.76,3.78
399,Yagodnoye,100,RU,1610627591,84,62.55,149.6667,-28.74,0.73
400,Chicama,95,PE,1610627591,76,-7.8447,-79.1469,22.06,1.62
401,Newport,87,GB,1610627592,80,51.5877,-2.9984,10.56,2.24
402,Lar,0,IN,1610627592,57,26.2039,83.9717,14.6,2.39
403,Requena,0,ES,1610627593,41,39.4883,-1.1004,16.11,2.96
404,Mahon,40,ES,1610627593,71,39.8885,4.2658,12,2.06
405,Sharan,100,RU,1610627594,91,54.8167,54,-12.73,8.74
406,Verāval,0,IN,1610627594,53,20.9,70.3667,23.52,5.3
407,Basoko,48,CD,1610627595,33,1.2391,23.616,33.22,2.68
408,Orlik,100,RU,1610627595,76,52.5178,99.825,-27.25,1.85
409,Mamonovo,20,RU,1610627596,80,54.4643,19.938,-1.11,4
410,Isabela,75,PH,1610627596,83,6.7085,121.9711,27,1.03
411,Kaoma,100,ZM,1610627597,86,-14.7833,24.8,22.79,3.34
412,Tataouine,0,TN,1610627597,31,32.9297,10.4518,16,3.09
413,Kingseat,90,GB,1610627598,100,56.0974,-3.4084,3.33,2.06
414,Øksfjord,75,NO,1610627598,86,70.2396,22.3479,1,10.8
415,Kumul,81,CN,1610627599,81,42.8,93.45,-7.1,0.47
416,Smiltene,74,LV,1610627599,86,57.4244,25.9016,-8.33,2.24
417,Tautira,20,PF,1610627600,78,-17.7333,-149.15,25,1.03
418,Gannan,100,CN,1610627600,83,47.9147,123.5031,-19.83,1.05
419,Bonfim,40,BR,1610627601,88,3.0833,-59.95,25,6.17
420,Goderich,47,CA,1610627601,93,43.7501,-81.7165,1,1.54
421,Chara,98,RU,1610627602,69,56.9064,118.2631,-31.55,0.79
422,Praia da Vitória,75,PT,1610627564,94,38.7333,-27.0667,17.22,11.49
423,Yulara,100,AU,1610627543,15,-25.2406,130.9889,38,5.66
424,Los Llanos de Aridane,40,ES,1610627604,52,28.6585,-17.9182,19,3.6
425,Lishui,0,CN,1610627604,56,28.4604,119.9103,8.8,1.51
426,Hirado,75,JP,1610627426,81,33.3597,129.5531,9,4.63
427,Bayangol,92,RU,1610627606,84,50.6977,103.4656,-26.29,1.05
428,Alice Springs,0,AU,1610627606,22,-23.7,133.8833,32,2.57
429,Warrnambool,52,AU,1610627607,78,-38.3833,142.4833,11.76,5.34
430,Souillac,40,MU,1610627607,69,-20.5167,57.5167,28,5.14
431,Suzun,100,RU,1610627608,88,53.7841,82.3116,-27.47,3.17
432,Qasigiannguit,75,GL,1610627608,86,68.8193,-51.1922,-6,2.57
433,Talaya,100,RU,1610627609,79,61.3833,152.75,-38.36,0.55
434,Zastron,100,ZA,1610627610,37,-30.3023,27.084,26.93,3.5
435,Murray Bridge,23,AU,1610627466,76,-35.1167,139.2667,12.78,0.89
436,High Level,1,CA,1610627611,92,58.5169,-117.136,-11,1.47
437,Jiujiang,0,CN,1610627611,43,29.7333,115.9833,12.22,1.21
438,Erzin,100,TR,1610627612,84,36.9559,36.2,12.78,4.24
439,La Asuncion,44,VE,1610627612,83,11.0333,-63.8628,25.35,6.94
440,Petrovskoye,100,RU,1610627613,93,57.0104,39.2693,-16.9,5.12
441,Fasa,0,IR,1610627613,6,28.9383,53.6482,19,4.12
442,Truro,75,GB,1610627359,87,50.2653,-5.0544,9,10.29
443,Orcopampa,100,PE,1610627614,64,-15.2661,-72.3417,9.07,2.31
444,Caririaçu,75,BR,1610627615,78,-7.0422,-39.2836,26,2.57
445,Praia,75,CV,1610627615,60,14.9215,-23.5087,24,11.83
446,Kirkland Lake,60,CA,1610627616,100,48.1446,-80.0377,-3,1.01
447,Soanierana Ivongo,20,MG,1610627616,66,-16.9167,49.5833,33,3.09
448,Sibolga,100,ID,1610627617,75,1.7427,98.7792,25.9,1.55
449,Guangyuan,9,CN,1610627617,76,32.442,105.823,4.44,0.46
450,Pathein,0,MM,1610627489,69,16.7833,94.7333,20.57,3.23
451,Aitape,100,PG,1610627618,81,-3.1374,142.3475,26.92,2.32
452,Salalah,0,OM,1610627619,12,17.0151,54.0924,31,5.66
453,Teya,100,RU,1610627619,88,60.3778,92.6267,-16.51,5.44
454,Balkanabat,100,TM,1610627620,31,39.5108,54.3671,16.28,3.31
455,Quatre Cocos,40,MU,1610627621,69,-20.2078,57.7625,28.89,5.14
456,Miles City,40,US,1610627621,43,46.4083,-105.8406,0,8.75
457,San Rafael del Sur,40,NI,1610627622,88,11.8485,-86.4384,22,2.06
458,Baoying,0,CN,1610627622,55,33.2292,119.3092,8.18,3.65
459,Sola,20,VU,1610627623,94,-13.8833,167.55,26,4.6
460,Bira,0,RU,1610627624,85,49,132.4667,-22.52,1.67
461,Neiafu,20,TO,1610627624,89,-18.65,-173.9833,26,1.03
462,Stillwater,1,US,1610627625,57,36.1156,-97.0584,9.44,7.2
463,Korla,0,CN,1610627625,82,41.7597,86.1469,-4.43,5.68
464,Gongzhuling,100,CN,1610627626,94,43.5008,124.8198,-12.43,4.46
465,Concarneau,75,FR,1610627627,87,47.875,-3.9225,11,8.75
466,Paranaíba,100,BR,1610627627,67,-19.6772,-51.1908,27.78,2.9
467,Aloleng,100,PH,1610627628,81,16.1307,119.7824,25.59,4.87
468,Dolores,0,AR,1610627629,33,-36.3132,-57.6792,24.93,5.45
469,Sosnovo,100,RU,1610627629,85,60.5514,30.2144,-12.22,3.13
470,Camopi,90,GF,1610627630,91,3.1655,-52.3158,24.84,1.3
471,Dezful,100,IR,1610627631,31,32.3811,48.4058,18.85,2.05
472,Umm Kaddadah,0,SD,1610627631,13,13.6017,26.6876,30.36,5.06
473,Prymors'k,0,UA,1610627632,83,46.7348,36.3443,1.52,1.47
474,Pucallpa,100,PE,1610627632,91,-8.3791,-74.5539,24.13,0.73
475,Diffa,47,NE,1610627633,12,13.3154,12.6113,30.94,6.41
476,Agen,75,FR,1610627634,87,44.2,0.6333,10,4.63
477,Le Passage,75,FR,1610627634,87,44.2014,0.6028,10,4.63
478,Sakaiminato,20,JP,1610627635,93,35.55,133.2333,5,1.54
479,Cabo San Lucas,52,MX,1610627559,48,22.8909,-109.9124,13.89,0.89
480,Dawlatabad,0,AF,1610627636,57,36.4141,64.9053,6.58,0.48
481,Tete,40,MZ,1610627404,66,-16.1564,33.5867,32,2.06
482,Karasjok,40,NO,1610627637,79,69.4719,25.5112,-11,2.06
483,Kilindoni,29,TZ,1610627638,78,-7.9139,39.6668,27.54,6.65
484,Tilichiki,0,RU,1610627638,85,60.4667,166.1,-31.64,3.26
485,Huambo,75,AO,1610627639,34,-12.7761,15.7392,26,5.14
486,Kargasok,28,RU,1610627639,89,59.0556,80.8572,-23.48,5.11
487,Cam Ranh,20,VN,1610627640,68,11.9214,109.1591,23,5.66
488,Kumluca,1,TR,1610627640,41,36.3703,30.2869,16.15,4.6
489,Magistral'nyy,100,RU,1610627641,87,56.1725,107.4458,-21.95,4.84
490,Annau,0,TM,1610627642,66,37.8876,58.516,11,3.09
491,Walvis Bay,38,NA,1610627642,57,-22.9575,14.5053,25,5.66
492,Sacramento,1,US,1610627358,100,38.4666,-121.3177,10,2.57
493,Svobodnyy,3,RU,1610627643,85,51.4,128.1333,-28.16,1.09
494,Verkhnevilyuysk,100,RU,1610627644,87,63.4453,120.3167,-27.83,2.58
495,Muros,100,ES,1610627645,78,42.7762,-9.0603,10.56,0.89
496,Denizli Province,75,TR,1610627645,70,37.8402,29.0698,5,5.14
497,Broome,90,US,1610627646,75,42.2506,-75.833,1,3.09
498,Sept-Îles,100,CA,1610627646,93,50.2001,-66.3821,-4,1.03
499,Yumen,100,CN,1610627601,76,40.2833,97.2,-4.24,5.8
500,Lichinga,75,MZ,1610627647,78,-13.3128,35.2406,24,3.09
501,Ahtopol,20,BG,1610627648,45,42.1,27.95,6,3.09
502,Novikovo,31,RU,1610627648,96,51.1537,37.8879,-7.54,1.86
503,Biak,100,ID,1610627649,82,-0.9131,122.8766,25.79,1.57
504,La Ronge,100,CA,1610627649,69,55.1001,-105.2842,-2,4.12
505,Chajul,90,GT,1610627650,94,15.4853,-91.0342,15,0.63
506,Tahoua,0,NE,1610627650,9,14.8888,5.2692,32,3.09
507,Vikulovo,0,RU,1610627652,85,56.8167,70.6107,-26.83,2.71
508,Merauke,100,ID,1610627627,80,-8.4667,140.3333,28.19,4.74
509,Mehamn,75,NO,1610627653,80,71.0357,27.8492,1,5.66
510,Comodoro Rivadavia,0,AR,1610627402,72,-45.8667,-67.5,18,2.06
511,Srandakan,100,ID,1610627654,82,-7.9386,110.2506,23.9,2.78
512,Province of Mantua,0,IT,1610627655,72,45.1667,10.7833,6.67,3.13
513,Ures,0,MX,1610627655,27,29.4333,-110.4,10.56,1.71
514,Sonsonate,0,SV,1610627656,70,13.7189,-89.7242,22.17,2.71
515,Salisbury,75,GB,1610627656,93,51.0693,-1.7957,10,8.23
516,Viedma,100,AR,1610627657,42,-40.8135,-62.9967,24.29,8.19
517,Lüderitz,74,NA,1610627556,65,-26.6481,15.1594,21.53,5.95
518,Auki,87,SB,1610627658,79,-8.7676,160.7034,25.56,2.08
519,Champagnole,100,FR,1610627658,93,46.7445,5.9135,4.44,14.31
520,Ciudad Juárez,40,MX,1610627659,29,31.7333,-106.4833,5,2.94
521,Cockburn Town,99,TC,1610627660,78,21.4612,-71.1419,25.49,6.57
522,Belize,100,BZ,1610627660,74,17.25,-88.75,21.11,0.95
523,Jieshi,0,CN,1610627661,64,22.8134,115.8257,15.56,3.38
524,Iki-Burul,90,RU,1610627661,100,45.8208,44.6472,1,2
525,Ambanja,20,MG,1610627662,79,-13.6833,48.45,33,3.09
526,Lesosibirsk,100,RU,1610627662,92,58.2358,92.4828,-17,5.65
527,Mitsamiouli,0,KM,1610627663,71,-11.3847,43.2844,28.39,4.53
528,Acarí,96,PE,1610627664,60,-15.4311,-74.6158,23.32,2.53
529,Petra,0,JO,1610627665,50,30.3222,35.4793,9.77,11.7
530,Carauari,100,BR,1610627665,97,-4.8828,-66.8958,22.95,0.85
531,Kudahuvadhoo,85,MV,1610627666,79,2.6708,72.8944,27.72,6.8
532,Rosario,0,AR,1610627587,64,-32.9468,-60.6393,22.22,6.17
533,Erdenet,74,MN,1610627667,84,49.0333,104.0833,-23.37,1.25
534,Antofagasta,90,CL,1610627667,72,-23.65,-70.4,19,3.6
535,Kualakapuas,90,ID,1610627669,94,-3.0091,114.3876,25,2.06
536,Nuuk,75,GL,1610627669,93,64.1835,-51.7216,-5,1.54
537,Farah,0,AF,1610627670,40,32.5,62.5,8.46,1.05
538,Rocha,0,UY,1610627670,34,-34.4833,-54.3333,24.6,4.13
539,Marrakesh,0,MA,1610627671,50,31.6315,-8.0083,12,2.06
540,Dargaville,2,NZ,1610627671,90,-35.9333,173.8833,16.4,1.72
541,Novoukrainskoye,100,RU,1610627672,73,45.3783,40.5297,4.09,0.53
542,Harrison,1,US,1610627672,93,30.4091,-89.0436,3.89,2.78
543,Stromness,75,GB,1610627673,65,58.965,-3.296,6,9.77
544,Shelburne,100,CA,1610627673,100,44.0787,-80.2041,0,0.61
545,Bolobo,100,CD,1610627674,59,-2.1667,16.2333,29.6,2.75
546,Nísia Floresta,40,BR,1610627675,65,-6.0911,-35.2086,29,7.2
547,Chililabombwe,100,ZM,1610627675,93,-12.3648,27.8229,21.25,3.26
548,Port Hawkesbury,90,CA,1610627676,86,45.6169,-61.3485,-1.67,2.57
549,Sørland,75,NO,1610627522,93,67.667,12.6934,1,2.06
550,Hobyo,0,SO,1610627677,67,5.3505,48.5268,26.47,9.01
551,Chaoyang,100,CN,1610627678,95,41.5703,120.4586,-8.27,1.14
552,Faya,20,SA,1610627678,45,18.3851,42.4509,21,5.14
553,Manokwari,100,ID,1610627679,78,-0.8667,134.0833,26.97,1.92
554,Nishihara,75,JP,1610627563,59,26.1842,127.7558,17,3.09
555,Saint-Ambroise,100,CA,1610627680,100,48.5501,-71.3324,-1.67,1.54
556,Bukama,35,CD,1610627680,73,-9.2,25.85,27.62,1.39
557,Banikoara,65,BJ,1610627681,9,11.2985,2.4386,34.87,3.18
558,Ketchikan,90,US,1610627681,70,55.3422,-131.6461,6,7.72
559,Husavik,0,IS,1610627682,75,66.0449,-17.3389,2,2.06
560,Meadow Lake,75,US,1610627683,31,34.8014,-106.5436,6,10.29
561,Dilla,49,ET,1610627683,28,6.41,38.31,27.84,2.85
562,Kashgar,0,CN,1610627684,40,39.4547,75.9797,9,2
563,Mazyr,96,BY,1610627489,96,52.0495,29.2456,-7.68,3.07
564,Sikonge,100,TZ,1610627685,84,-5.6333,32.7667,22.94,2.01
565,Armizonskoye,0,RU,1610627686,84,55.9461,67.6736,-27.86,2.85
566,Mondlo,78,ZA,1610627687,38,-27.983,30.7177,28.93,5.48
567,Havre-St-Pierre,75,CA,1610627688,93,50.2334,-63.5986,-7,3.09
568,Mehrān,90,IR,1610627688,15,33.1222,46.1646,13,5.14
569,Kakrāla,0,IN,1610627584,42,27.9,79.2,13.66,1.79
570,Ust-Tsilma,0,RU,1610627690,85,65.441,52.1498,-25.59,1.35
571,Hamilton,75,US,1610627630,86,39.1834,-84.5333,0.56,4.63
572,Touros,40,BR,1610627690,78,-5.1989,-35.4608,28,5.14
573,Daru,100,PG,1610627691,86,-9.0763,143.2092,27,3.05
574,Moroto,3,UG,1610627691,22,2.5345,34.6666,29.48,7.78
575,Bosaso,92,SO,1610627692,60,11.2842,49.1816,25.26,5.9
576,Mae Sai,0,TH,1610627692,82,20.4335,99.8762,19,1.03
577,Mīrābād,4,AF,1610627693,27,30.4362,61.8383,13.32,2.46
578,Mombaça,74,BR,1610627694,71,-5.7431,-39.6275,26.53,3.24
579,Oranjemund,24,NA,1610627695,66,-28.55,16.4333,22.3,5.92
580,Tondela,0,PT,1610627695,66,40.5167,-8.0833,11,4.12
581,Östersund,40,SE,1610627696,85,63.1792,14.6357,-14,1.03
582,San Rafael,0,AR,1610627603,51,-34.6177,-68.3301,25.37,5.91
583,Quelimane,75,MZ,1610627697,89,-17.8786,36.8883,31.67,3.6
584,Sambava,15,MG,1610627698,79,-14.2667,50.1667,29.05,2.82
585,Tuatapere,29,NZ,1610627698,94,-46.1333,167.6833,15,4.47
586,Labytnangi,100,RU,1610627699,86,66.6572,66.4183,-20.22,4.83
587,Kutum,0,SD,1610627700,15,14.2,24.6667,26.46,4.76
588,São Sepé,20,BR,1610627700,83,-30.1606,-53.5653,20,5.66
589,Lola,26,GN,1610627701,27,7.8,-8.5333,34.03,1.79
590,Porbandar,0,IN,1610627702,38,21.6422,69.6093,22.87,4.68
591,Betioky,24,MG,1610627702,22,-23.7167,44.3833,37.72,3.8
592,Kiama,86,AU,1610627703,88,-34.6833,150.8667,20,1.34
593,Wawa,95,NG,1610627703,10,9.9022,4.4192,34.44,1.59
594,Kalemie,69,CD,1610627704,72,-5.9475,29.1947,25.68,3.56
595,Hofn,90,IS,1610627705,100,64.2539,-15.2082,1,1.03
596,Konëvo,100,RU,1610627705,88,62.1215,39.3192,-26.71,2.97
597,Kismayo,0,SO,1610627706,69,-0.3582,42.5454,27.33,8.55
598,Palafrugell,0,ES,1610627707,24,41.9174,3.1631,12.78,1.12
599,Paita,75,PE,1610627707,78,-5.0892,-81.1144,22,7.2
600,Deniliquin,0,AU,1610627708,36,-35.5333,144.9667,20.18,3.91
601,Sapa,0,PH,1610627709,85,5.1544,120.3241,27.19,4.66
602,Yaan,0,NG,1610627709,21,7.3833,8.5667,37.09,1.75
603,Jalu,16,LY,1610627711,45,29.0331,21.5482,19.56,6.75
604,Muravlenko,25,RU,1610627711,87,63.7898,74.523,-21.02,7.9
605,Khurai,0,IN,1610627712,28,24.0436,78.3319,16.37,2.62
606,Geraldton,55,AU,1610627469,73,-28.7667,114.6,25,6.17
607,Vilcún,90,CL,1610627713,100,-38.65,-72.2333,10,1.03
608,Wuwei,100,CN,1610627713,77,37.9281,102.6414,-3.85,0.79
609,Port Lincoln,99,AU,1610627714,66,-34.7333,135.8667,15.34,5.79
610,Usinsk,100,RU,1610627714,87,65.9939,57.5281,-28.35,4.59
611,Qinhuangdao,100,CN,1610627701,95,39.9317,119.5883,-0.39,4.7
612,Irbit,17,RU,1610627715,87,57.6705,63.071,-25.43,3
613,Maniwaki,93,CA,1610627716,93,46.3834,-75.966,-2,0.42
614,Sistranda,40,NO,1610627716,86,63.7256,8.834,-7,6.17
615,Fairfield,75,US,1610627611,86,41.2668,-73.3162,1.11,1.23
616,Zirándaro de los Chávez,99,MX,1610627717,52,18.45,-100.9833,21.61,0.27
617,Shitanjing,0,CN,1610627718,76,39.2342,106.3439,-4.6,11.76
618,Zhangaözen,100,KZ,1610627718,52,43.3,52.8,8.47,10.11
619,Diamantino,99,BR,1610627719,80,-14.4086,-56.4461,26.92,2.36
620,Grindavik,75,IS,1610627719,87,63.8424,-22.4338,4,7.72
621,Yellandu,93,IN,1610627720,48,17.6,80.3333,24.78,1.81
622,Bitung,40,ID,1610627720,94,1.4451,125.1824,26,1.54
623,Senador José Porfírio,96,BR,1610627721,74,-2.5908,-51.9542,27.07,1.79
624,Fortuna Foothills,1,US,1610627722,20,32.6578,-114.4119,14,5.14
625,Changli,100,CN,1610627722,90,39.7042,119.1506,-2.22,3.09
626,Visselhövede,100,DE,1610627723,65,52.9833,9.6,1.67,2.68
627,Rafrāf,75,TN,1610627723,63,37.1904,10.1837,16,11.83
628,Southampton,40,GB,1610627724,93,50.904,-1.4043,10,5.14
629,Tiarei,20,PF,1610627725,78,-17.5333,-149.3333,25,1.03
630,Batemans Bay,93,AU,1610627725,76,-35.7167,150.1833,18.89,0.89
631,Bilibino,100,RU,1610627726,84,68.0546,166.4372,-30.02,0.34
632,Mossamedes,20,AO,1610627726,54,-15.1961,12.1522,28,3.6
633,Basco,77,PH,1610627727,71,20.4487,121.9702,22.07,7.59
634,Alta Floresta,96,BR,1610627727,83,-9.8756,-56.0861,27.21,0.11
635,São João da Barra,20,BR,1610627478,58,-21.6403,-41.0511,29,7.72
636,Piombino,52,IT,1610627728,77,42.9348,10.5221,13.89,1.34
637,Conceição do Araguaia,100,BR,1610627729,81,-8.2578,-49.2647,27.06,3.41
638,Pangkalanbuun,100,ID,1610627702,96,-2.6833,111.6167,23.42,1.1
639,Kiruna,0,SE,1610627730,85,67.8557,20.2251,-16,2.57
640,Torbay,90,CA,1610627528,100,47.6666,-52.7314,1.67,5.66
641,Morro Bay,5,US,1610627731,70,35.3658,-120.8499,16.67,5.32
642,Bowen,100,AU,1610627642,83,-20.0167,148.2333,24,3.09
643,Sal Rei,75,CV,1610627732,64,16.1833,-22.9167,23,10.8
644,Enshi,0,CN,1610627732,60,30.3,109.4833,8.4,0.51
645,Severo-Yeniseyskiy,100,RU,1610627733,92,60.3725,93.0408,-18.38,6.86
646,Garissa,78,KE,1610627638,30,-0.4536,39.6401,34.44,3.46
647,Egvekinot,100,RU,1610627734,92,66.3167,-179.1667,-21.24,4.76
648,Golden,1,US,1610627735,32,39.7555,-105.2211,0.56,7.72
649,Tecolutla,100,MX,1610627735,72,20.4833,-97.0167,14.66,2.41
650,Jurm,0,AF,1610627736,50,36.8648,70.8342,4.16,2.71
651,Lang Suan,20,TH,1610627737,69,9.9456,99.0785,26,1.54
652,Jiuquan,100,CN,1610627737,75,39.7432,98.5174,-4.56,3.51
653,Pitimbu,75,BR,1610627738,65,-7.4706,-34.8086,29,4.12
654,Aksarka,25,RU,1610627739,87,66.5606,67.7975,-20.5,5.45
655,Brenham,1,US,1610627477,81,30.1669,-96.3977,7.22,3.6
656,Mahanoro,47,MG,1610627740,73,-19.9,48.8,29.38,4.19
657,Camacha,20,PT,1610627740,63,33.0833,-16.3333,15,6.17
658,Kiryat Gat,15,IL,1610627741,52,31.61,34.7642,17.22,0.89
659,Mokhsogollokh,49,RU,1610627741,78,61.4681,128.9203,-43.37,1.14
660,Nālūt,0,LY,1610627742,35,30.3333,10.85,13.84,0.9
661,Sinnamary,17,GF,1610627742,85,5.3833,-52.95,25.99,5.89
662,Gravdal,0,NO,1610627743,93,68.1214,13.5031,-1,2.06
663,Pangai,20,TO,1610627743,94,-19.8,-174.35,27,1.54
664,Salinas,1,US,1610627744,81,36.6777,-121.6555,12.78,1.54
665,Takoradze,47,GH,1610627744,66,4.8845,-1.7554,29.91,3.88
666,Laas,90,IT,1610627745,80,46.6166,10.7002,3.33,2.06
667,Santa Rosa,40,PH,1610627745,78,14.3122,121.1114,27,2.57
668,Luanda,40,AO,1610627666,58,-8.8368,13.2343,30,4.63
669,Alofi,97,NU,1610627516,100,-19.0595,-169.9187,24,1.54
670,Tabas,0,IR,1610627747,12,33.5959,56.9244,16,1.03
671,Meulaboh,100,ID,1610627632,82,4.1363,96.1285,24.6,3.24
672,Kandrian,100,PG,1610627748,85,-6.2167,149.55,26.47,4.82
673,Guider,0,CM,1610627748,14,9.9342,13.9486,33,3.6
674,Narón,90,ES,1610627749,81,43.5167,-8.1528,10.56,2.06
675,Courtenay,90,CA,1610627749,93,49.6866,-124.9936,3.89,0.62
676,Ugoofaaru,28,MV,1610627750,73,5.6667,73,27.86,2.57
677,Sandpoint,1,US,1610627480,80,48.2766,-116.5533,-2,2.06
678,Matagami,90,CA,1610627751,100,49.7502,-77.6328,-5,2.57
679,Winnemucca,33,US,1610627751,87,40.973,-117.7357,1.67,1.48
680,Pāsighāt,0,IN,1610627752,67,28.0667,95.3333,16.74,1.62
681,Molina,0,CL,1610627641,59,-35.1167,-71.2833,18.33,1.84
682,Huarmey,100,PE,1610627753,83,-10.0681,-78.1522,21.67,2.53
683,Klyuchi,5,RU,1610627753,86,52.2667,79.1667,-29.65,2.67
684,San Alberto,67,CO,1610627754,55,7.7611,-73.3922,26.81,0.61
685,Arroyo de la Encomienda,75,ES,1610627754,93,41.6096,-4.7969,0.56,0.81
686,Dwārka,0,IN,1610627755,41,22.2394,68.9678,21.39,3.96
687,Qingdao,20,CN,1610627756,65,36.0986,120.3719,7.78,4
688,Moose Factory,90,CA,1610627757,93,51.2585,-80.6094,-5,1.54
689,Simao,92,CN,1610627757,79,22.7886,100.9748,8.85,0.96
690,Dhārūr,0,IN,1610627758,35,18.8167,76.1167,25.36,2.09
691,Statesville,90,US,1610627722,100,35.7826,-80.8873,3,0.89
692,Road Town,40,VG,1610627759,83,18.4167,-64.6167,26,3.6
